Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Predicted Cargo Metric TONS - Linear Regression,Predicted Cargo Metric TONS - RF,Predicted Cargo Metric TONS - GB
201501,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,475.15623239640513,313.63554650400044,266.30273011122557
201701,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Mail,Passenger,-31.809366730599777,37.196102664000016,60.053560676892275
201412,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,138.6611235340979,10.087174944000001,83.380689253368
201810,Finnair,AY,Finnair,AY,International,Europe,Enplaned,Cargo,Passenger,14.648065280488481,14.596698311999976,207.37546978242815
200611,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,15.058026234432418,61.80461028000006,38.66551347351178
201605,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Cargo,Passenger,28.093107227860628,1.8490913279999983,83.45753009938156
201703,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Express,Passenger,46.50982452658786,0.11580408000000025,-67.84898583228834
201401,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,204.6128152941651,272.5824739680004,145.72956897012347
201111,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,91.66319509161713,37.297908648000046,32.14857884187692
200909,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,-79.77448688641721,3.814952903999996,50.36088939876534
201003,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,86.11592461901046,7.699175064000002,106.83014181730212
201905,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Cargo,Passenger,180.18571167893128,186.31235347200024,354.56977421863877
201707,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,158.28194628700157,113.60074521599999,224.7528592719586
201103,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,59.02775308024002,51.040015488000066,38.66551347351178
202001,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,55.52160860259232,1.9329347519999969,-5.851894568048339
201011,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,220.55421521920834,14.080052447999998,203.36481206857812
201707,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,107.09163497387726,113.38763032800016,221.68063731091064
201309,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,240.28058206301966,10.16198265599999,312.18017020277097
201812,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Cargo,Passenger,207.36508167938564,192.08898122400015,357.0820073161251
201005,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,47.732578363177254,6.048148175999992,36.153280376025414
201110,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,-108.25276831270617,0.6751926719999994,40.99227978195202
200912,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,168.01139776340688,79.53363432000006,88.26646549986962
201202,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,88.06583589112074,6.229969200000007,28.452643620515744
201408,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,48.10971217946326,11.016601344000001,44.68554410887475
200612,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,65.0885247590511,77.55846487200007,25.940410523029378
201709,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,8.302739795945854,88.22058235199997,60.053560676892275
202009,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,435.6877798564776,321.0159088079997,536.8725840698417
201612,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Mail,Passenger,535.9326931957871,352.6634991600001,325.402804355453
201908,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Express,Passenger,45.248591630513374,0.2061294480000004,-67.84898583228834
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,737.4948268512151,106.39732320000013,521.2954165571825
201903,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,-7.89477148372066,17.971600248000012,17.86654674951866
200701,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,356.81916701622276,322.4327057279999,284.829848737836
200907,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,300.6825584956923,128.74250289600013,205.8770451660645
201908,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,402.227014149438,628.7098260240003,557.5367848855678
201705,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,57.5083775095236,8.65523232000001,47.87622814797337
200608,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,223.03361452222293,404.4212867520002,203.36481206857812
200801,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,-60.450905167532255,13.905879119999998,-18.30595211485094
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,736.8672865809731,86.32403992800002,521.2954165571825
201205,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,248.2922729339664,154.3992801120002,203.36481206857812
200809,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Mail,Passenger,-130.6522904046692,8.101227960000006,71.9476597106012
201702,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,-168.1385191132274,1.420416647999998,86.72935979962516
201410,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,55.46549242840206,61.287792047999986,184.3056452928569
201911,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,318.87449839031524,263.42296545600004,235.72536221916403
200901,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,406.76289714216296,363.59429299200036,425.35372596335986
200909,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,115.14855746564558,25.18097349599999,72.3361924230323
201508,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Express,Passenger,35.58593002856901,1.8853521120000005,66.65154762826533
201811,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Cargo,Passenger,190.3344634273892,0.14851771199999994,255.27745625420692
201506,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,276.5599833389599,691.8127801200005,226.83881575140774
201906,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,1321.861658520144,1067.729683988001,1324.6244388140803
201709,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Mail,Passenger,-12.690262467492175,22.612517927999985,88.1878842368299
201005,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,279.64231348985413,443.50735463999945,218.3065520185584
201309,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,142.90419654279845,112.7367823679999,67.29687800337874
201502,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,407.90823729161366,463.121572032,433.88598969620915
201111,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,58.84426928469702,3.608251920000007,104.31790871981575
200605,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,236.11729127481613,260.00898588000007,148.24180206760985
201109,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,-40.17685787053097,37.36102255199996,18.77589088649498
200812,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Mail,Passenger,-151.90481591740786,9.971334576000016,72.31212317381832
201205,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,282.5284124469847,81.01534140000004,203.36481206857812
201905,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,113.38542568320281,49.33956434399994,52.65983426041189
201503,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,351.8849778325557,396.96654311999976,280.64902192855885
201507,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,29.643311384678555,1.6210666080000014,98.41247509000866
200703,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,76.9086651966295,30.680905247999963,146.44597306886394
201908,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,198.7773093735109,32.001470928,96.23647272389915
201705,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,271.8232960691903,616.3187894639998,227.265092369445
200601,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,-70.93985363171578,17.461286639999983,36.153280376025414
200704,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,250.7563968040124,294.490224504,185.98742257904766
201005,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,530.9667728507632,1570.365069130001,715.0743884578789
201212,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,110.13705099122762,132.6023621999999,200.29259010753015
201804,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,70.13492169137112,653.1181644959994,167.83402027224443
201706,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,57.50222515393307,8.61569200800001,47.87622814797337
202003,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,57.91327156645821,111.91208767200008,60.053560676892275
201803,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,-34.05959353931189,6.395959584000011,-36.828591912363095
201711,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,-24.783709350605932,17.858154888000012,40.16393808987547
201312,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Cargo,Passenger,433.5978149442451,152.781679008,205.8770451660645
201201,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Mail,Passenger,-70.74245655819163,5.992976808000003,-3.1135022938366297
201710,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Mail,Passenger,-12.696414823082705,23.26233621599998,88.1878842368299
201009,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Freighter,177.701076118939,1.0997713439999983,72.3361924230323
201110,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,349.9382391938623,587.0919035560005,422.84149286587353
200703,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Freighter,164.87460156407906,37.219766975999946,72.3361924230323
200802,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,32.225191491603255,0.012610080000000001,200.29259010753015
201910,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Cargo,Passenger,176.32389522236394,100.46046124799994,224.7528592719586
200805,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,205.56335758995056,41.39925551999997,74.84842552051867
201710,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,271.17432801038944,466.77851791199976,209.88770287991454
201012,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,-88.3562531276782,5.256212471999995,-20.81818521233731
200612,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Enplaned,Cargo,Freighter,314.8171674197695,442.563880248,419.7692709048256
200806,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,60.85500269065028,88.91951644800005,38.66551347351178
200603,Tradewinds Airlines,WI,Tradewinds Airlines,WI,Domestic,US,Deplaned,Cargo,Freighter,469.4134367302506,409.80038399999995,422.2815040023119
201812,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Deplaned,Cargo,Passenger,68.34870101810475,30.043892087999996,209.88770287991454
201111,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,2003.5437266769009,572.4551296800007,1051.0776996970346
200601,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,165.08645157021306,24.618641039999986,203.36481206857812
200609,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,251.95907686596797,78.934782528,203.36481206857812
200511,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Freighter,428.6893599699324,625.1058515519999,425.35372596335986
201308,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,-48.682368103747194,9.17954855999999,38.66551347351178
201708,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,190.53357998927027,138.61375970400016,163.09228995572505
200604,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Cargo,Passenger,142.70713601420175,192.01274013600008,200.29259010753015
201711,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,242.8547672363111,71.71018646399988,227.265092369445
201008,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,248.88608070446776,286.68843151200036,185.98742257904766
201308,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,192.18226588005427,3.3299093519999974,74.84842552051867
201911,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Mail,Passenger,192.78945281126516,179.97169679999982,300.6542379676252
200902,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,74.97347191953759,36.56173852799996,38.66551347351178
200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,534.0306459348856,1339.7450585100016,715.0743884578789
201304,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Cargo,Passenger,81.0945303339422,12.062362535999984,146.18663937138012
201802,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Cargo,Passenger,207.42660523529162,171.1519256160001,357.0820073161251
200712,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,235.45898922662127,233.31169562400035,148.24180206760985
200906,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,174.92940269738278,7.297820711999992,85.83972983446445
201104,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,530.357689647293,1285.090512889998,715.0743884578789
201510,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,2001.0889367962486,1493.5243260800025,1264.682628672189
201001,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,75.07526323062848,72.60398258399995,146.44597306886394
200701,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,275.34274281682974,131.81323427999996,219.29508514541544
201710,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,190.5212752780892,127.25927625600016,163.09228995572505
201205,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,286.2350438395499,321.8720924160003,527.3496867406421
200712,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,386.1613972776654,543.3001030879998,422.84149286587353
200708,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,-86.48593702813378,60.91313659200007,-20.81818521233731
201406,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,100.3120865566284,0.03837455999999994,69.38589274425584
200805,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,168.66969981160173,2.86035624,88.26646549986962
201310,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,118.02171440031384,10.30523860799999,72.28546621670847
200701,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,13.042341180895619,13.521943008000004,38.66551347351178
201009,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Enplaned,Express,Freighter,30.818332557775648,45.70244985600004,192.37548595243805
201811,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,199.37408786579977,67.72520613600005,96.23647272389915
200508,Icelandair (Inactive),FI,Icelandair (Inactive),FI,International,Europe,Enplaned,Cargo,Passenger,-3.95269277413945,29.945823767999986,185.98742257904766
201404,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,145.25832868273255,31.349375567999964,83.32749673697808
201312,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Cargo,Passenger,252.38572883443544,6.631550351999997,164.8238532716861
201710,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,-84.70252371449351,21.680882495999967,66.7249165215058
201402,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,437.91670650428705,585.9931210560002,425.35372596335986
200709,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,-0.5488589085357489,1.8061263359999995,-3.521500453861826
201601,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,29.356679065589788,53.91255542400002,44.68554410887475
201408,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,218.1117300497374,98.89989580800011,211.89707580142746
201602,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,44.059622075584684,15.163693775999993,44.68554410887475
201212,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,38.83010217343076,84.85270214400009,38.66551347351178
200903,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,404.09307416565116,674.8200986319994,438.77176594271083
200712,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Deplaned,Cargo,Freighter,233.48386701052846,353.62808409599995,413.24671397372407
201009,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,-17.19269584248832,16.123919615999995,21.288123983981347
201608,Redding Aero Enterprises,bxr,Redding Aero Enterprises,bxr,Domestic,US,Enplaned,Cargo,Freighter,11.578410435438172,15.420163752,244.1757618450612
200707,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,266.9530900087584,103.971778848,119.86954334586994
201809,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,672.9445561765278,2372.733677429998,644.108179642799
201512,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Express,Passenger,497.9086734455459,17.901809352000008,360.5693840611494
202011,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,112.73327599059849,46.97059298399994,60.45746066067198
201306,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,289.8750299405124,86.15694729599987,122.38177644335632
201502,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,-32.034877822414956,63.069886656000065,2.4985301815011383
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,735.0400369705626,36.12477204000001,521.2954165571825
201902,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,184.58359686729113,133.13118268800014,224.19287040839703
200902,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,-67.14112753715699,31.77678016799997,-12.571292866613517
201506,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Mail,Passenger,536.5848428883914,206.6060681999999,312.5470208849219
201304,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Mail,Passenger,171.01352765651336,9.05874127200001,81.97800029532789
201912,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,274.0621269691735,668.9856095700006,239.6945992219389
201409,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,270.98687505867974,286.41170375999974,227.8273488782648
201204,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,113.33361256641638,4.781243375999997,72.3361924230323
201304,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,117.08299139315773,7.635208391999989,34.66081193936328
201504,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,8.10199964163803,59.70079079999994,47.19777720636112
201107,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,57.32965617235595,56.00049890399996,175.77338156000755
200608,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,315.66510278440546,385.5840544079995,205.8770451660645
201507,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Mail,Passenger,-11.447486638189503,38.251171727999974,75.33210076629872
201101,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,106.75959864344054,10.08155484,168.81793273630262
200708,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,657.2036515615398,2771.6355683099987,550.7814908283544
201011,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,88.38531321993287,6.2211602880000045,29.00041404207924
200904,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,74.96116720835653,33.66214588800001,38.66551347351178
200601,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,300.32688328348286,469.79215466399984,211.82508191829714
200802,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Express,Passenger,4.827743021018705,152.86211589599984,3.9134734387516916
201303,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,87.44444797646952,4.220480376,28.452643620515744
201101,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,75.58135408123576,2.5171352640000038,76.49045648718659
201410,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,-19.65979043432185,12.45966170399999,29.820387716830677
201903,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,139.24969732197792,87.62618037599991,85.86764196846079
200806,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,378.41575622393475,422.0402583600003,425.35372596335986
201901,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,-52.33071496897719,42.00182229600002,60.053560676892275
201906,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Cargo,Passenger,189.74998964628162,0.29993392799999957,255.27745625420692
201111,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Freighter,435.5904719059017,81.98548293599994,335.4907416526468
202012,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,397.27011181566786,486.3426805439995,460.15981314609127
201205,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,733.2066350045618,27.962503128000026,521.2954165571825
201707,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,2026.4841236754269,1509.632310999999,1635.0848544747062
200803,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,2032.0458531293357,4039.44576278,3704.908862976802
201205,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,-81.59558414123694,0.4181556959999994,50.36088939876534
200701,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Deplaned,Cargo,Freighter,340.87680870273334,195.1492389840001,422.2815040023119
201109,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,299.4397826663899,159.96037528799977,205.8770451660645
201201,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,-56.96307640429427,3.6225357840000014,-42.579811639963495
202012,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Mail,Freighter,272.959419518181,221.49552900399985,195.68234621894084
201612,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,436.62471183025946,570.5790083279999,446.7417731667403
200710,Southern Air,9S,Southern Air,9S,Domestic,US,Enplaned,Cargo,Freighter,134.04148663496426,100.37069834399999,324.4857925854942
200908,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,-43.17850885836492,19.841439240000007,18.77589088649498
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,226.48124484231494,14.48614238400002,219.15538532771677
201006,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,379.50969887462134,531.6722031599993,422.84149286587353
201401,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Enplaned,Express,Freighter,28.406609166257567,39.724763904000035,192.37548595243805
201711,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Express,Passenger,567.8795819223258,3.0402177120000022,311.6023391622773
200611,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,176.74434759661176,13.042065959999988,85.83972983446445
201803,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,406.0563782588408,296.41200069600006,446.7417731667403
200812,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,89.60963198246372,13.280632344,29.00041404207924
201501,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,465.4203774270338,1134.3456115600002,526.5290336967971
201604,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,245.83748305331414,210.95080322399997,211.89707580142746
201612,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Cargo,Passenger,253.70692000196823,165.45221027999997,209.88770287991454
201106,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,137.39640161436023,111.29451127200002,202.80482320501653
